timestamp,drone_id,channel,bs_id_selected,snr_bs1,snr_bs2,snr_bs3,snr_bs4,data_total_mb,data_downloaded_mb,data_remaining_mb,throughput_mbps,latency_ms,rtt_ms,delay_ms,distance_to_selected_bs_m,downloading_enabled,waypoint_index,num_waypoints,lat,lon,alt,elapsed_time_s
2025-12-03T21:52:39.262063,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,3.218554687500002,19996.7814453125,0.498,0.052,0.052,0.052,460.5707468691413,1,0,6,35.7271952,-78.6962642,24.972,3.786487
2025-12-03T21:52:40.266074,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,3.277929687500002,19996.7220703125,0.498,0.056,0.056,0.056,464.0828014281211,1,0,6,35.7272611,-78.6962549,24.977,4.790538
2025-12-03T21:52:41.270059,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,3.338671875000002,19996.661328125,0.51,0.051,0.051,0.051,468.1053177301454,1,0,6,35.7273344,-78.6962447,24.989,5.794485
2025-12-03T21:52:42.274336,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,3.398046875000002,19996.601953125,0.498,0.055,0.055,0.055,471.82596561025554,1,0,6,35.7274004,-78.6962356,24.988,6.798852
2025-12-03T21:52:43.278475,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,3.4574218750000023,19996.542578125,0.498,0.056,0.056,0.056,475.0315310483249,1,0,6,35.727456,-78.696228,24.99,7.803906
2025-12-03T21:52:44.283219,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,3.5167968750000025,19996.483203125,0.498,0.053,0.053,0.053,477.4536987981839,1,0,6,35.7274976,-78.6962221,24.992,8.80808
2025-12-03T21:52:45.287908,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,3.5761718750000027,19996.423828125,0.498,0.055,0.055,0.055,478.9831265652502,1,0,6,35.7275238,-78.6962182,24.995,9.812396
2025-12-03T21:52:46.291854,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,3.635546875000003,19996.364453125,0.498,0.059,0.059,0.059,479.5279282804398,1,0,6,35.7275332,-78.6962167,25.0,10.8166
2025-12-03T21:52:47.295639,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,3.6962890625000027,19996.3037109375,0.51,0.052,0.052,0.052,479.4794140053017,1,0,6,35.7275325,-78.6962167,24.997,11.820108
2025-12-03T21:52:48.299755,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,3.755664062500003,19996.2443359375,0.498,0.055,0.055,0.055,479.32060866884325,1,0,6,35.7275298,-78.6962171,24.994,12.826006
2025-12-03T21:52:49.305022,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,3.815039062500003,19996.1849609375,0.498,0.053,0.053,0.053,479.25206565086165,1,0,6,35.7275283,-78.6962176,24.996,13.829563
2025-12-03T21:52:50.309118,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,3.874414062500003,19996.1255859375,0.498,0.049,0.049,0.049,479.22480692132234,1,0,6,35.7275276,-78.6962179,25.0,14.833741
2025-12-03T21:52:51.313570,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,3.9337890625000034,19996.0662109375,0.498,0.048,0.048,0.048,479.2040443379355,1,0,6,35.7275273,-78.6962179,25.001,15.838145
2025-12-03T21:52:52.318022,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,3.9931640625000036,19996.0068359375,0.498,0.057,0.057,0.057,479.1691519058727,1,0,6,35.727527,-78.6962177,25.001,16.842484
2025-12-03T21:52:53.322154,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,4.053906250000003,19995.94609375,0.51,0.048,0.048,0.048,479.1413257108323,1,0,6,35.7275267,-78.6962176,25.0,17.846674
2025-12-03T21:52:54.326569,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,4.1132812500000036,19995.88671875,0.498,0.052,0.052,0.052,479.1274860640609,1,0,6,35.7275265,-78.6962176,24.999,18.851117
2025-12-03T21:52:55.330891,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,4.172656250000004,19995.82734375,0.498,0.054,0.054,0.054,479.1205664778572,1,0,6,35.7275264,-78.6962176,24.999,19.855518
2025-12-03T21:52:56.335021,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,4.232031250000004,19995.76796875,0.498,0.043,0.043,0.043,479.1207133019311,1,0,6,35.7275263,-78.6962177,24.999,20.875271
2025-12-03T21:52:57.355299,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,4.291406250000004,19995.70859375,0.498,0.056,0.056,0.056,479.12777961947796,1,0,6,35.7275263,-78.6962178,24.998,21.87987
2025-12-03T21:52:58.359281,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,4.350781250000004,19995.64921875,0.498,0.054,0.054,0.054,479.12777961947796,1,0,6,35.7275263,-78.6962178,24.999,22.88393
2025-12-03T21:52:59.363280,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,4.411523437500004,19995.5884765625,0.51,0.052,0.052,0.052,479.12792703821424,1,0,6,35.7275262,-78.6962179,24.998,23.887876
2025-12-03T21:53:00.367608,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,4.470898437500004,19995.5291015625,0.498,0.041,0.041,0.041,479.12792703821424,1,0,6,35.7275262,-78.6962179,24.998,24.892225
2025-12-03T21:53:01.371359,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,4.530273437500004,19995.4697265625,0.498,0.052,0.052,0.052,479.12792703821424,1,0,6,35.7275262,-78.6962179,24.998,25.895934
2025-12-03T21:53:02.375320,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,4.589648437500005,19995.4103515625,0.498,0.051,0.051,0.051,479.12792703821424,1,0,6,35.7275262,-78.6962179,24.998,26.899905
2025-12-03T21:53:03.379586,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,4.649023437500005,19995.3509765625,0.498,0.052,0.052,0.052,479.1348460019815,1,0,6,35.7275263,-78.6962179,24.998,27.904074
2025-12-03T21:53:04.383196,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,4.708398437500005,19995.2916015625,0.498,0.059,0.059,0.059,479.1348460019815,1,0,6,35.7275263,-78.6962179,24.999,28.907641
2025-12-03T21:53:05.386905,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,4.767773437500005,19995.2322265625,0.498,0.052,0.052,0.052,479.1348460019815,1,0,6,35.7275263,-78.6962179,24.999,29.911557
2025-12-03T21:53:06.390649,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,4.828515625000005,19995.171484375,0.51,0.052,0.052,0.052,479.1419124530346,1,0,6,35.7275263,-78.696218,24.999,30.91531
2025-12-03T21:53:07.394724,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,4.887890625000005,19995.112109375,0.498,0.06,0.06,0.06,479.1348460019815,1,0,6,35.7275263,-78.6962179,24.999,31.919427
2025-12-03T21:53:08.399732,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,4.947265625000005,19995.052734375,0.498,0.05,0.05,0.05,479.1348460019815,1,0,6,35.7275263,-78.6962179,24.999,32.924245
2025-12-03T21:53:09.403982,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,5.0066406250000055,19994.993359375,0.498,0.053,0.053,0.053,479.1348460019815,1,0,6,35.7275263,-78.6962179,24.999,33.928856
2025-12-03T21:53:10.407888,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,5.066015625000006,19994.933984375,0.498,0.055,0.055,0.055,479.1348460019815,1,0,6,35.7275263,-78.6962179,24.999,34.932682
2025-12-03T21:53:11.412403,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,5.125390625000006,19994.874609375,0.498,0.05,0.05,0.05,479.1348460019815,1,0,6,35.7275263,-78.6962179,24.999,35.937128
2025-12-03T21:53:12.416856,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,5.186132812500006,19994.8138671875,0.51,0.051,0.051,0.051,479.1348460019815,1,0,6,35.7275263,-78.6962179,24.999,36.941382
2025-12-03T21:53:13.421188,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,5.245507812500006,19994.7544921875,0.498,0.059,0.059,0.059,479.1348460019815,1,0,6,35.7275263,-78.6962179,24.999,37.946116
2025-12-03T21:53:14.425904,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,5.304882812500006,19994.6951171875,0.498,0.051,0.051,0.051,479.1348460019815,1,0,6,35.7275263,-78.6962179,24.999,38.951288
2025-12-03T21:53:15.430677,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,5.364257812500006,19994.6357421875,0.498,0.053,0.053,0.053,479.1348460019815,1,0,6,35.7275263,-78.6962179,24.999,39.955171
2025-12-03T21:53:16.434681,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,5.423632812500006,19994.5763671875,0.498,0.051,0.051,0.051,479.1348460019815,1,0,6,35.7275263,-78.6962179,24.999,40.959599
2025-12-03T21:53:17.438698,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,5.483007812500007,19994.5169921875,0.498,0.056,0.056,0.056,479.1348460019815,1,0,6,35.7275263,-78.6962179,24.999,41.963504
2025-12-03T21:53:18.442770,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,5.543750000000006,19994.45625,0.51,0.053,0.053,0.053,479.1348460019815,1,0,6,35.7275263,-78.6962179,24.999,42.96732
2025-12-03T21:53:19.448419,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,5.603125000000007,19994.396875,0.498,0.079,0.079,0.079,479.1348460019815,1,0,6,35.7275263,-78.6962179,24.999,43.973846
2025-12-03T21:53:20.454312,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,5.662500000000007,19994.3375,0.498,0.053,0.053,0.053,479.1348460019815,1,0,6,35.7275263,-78.6962179,24.999,44.979142
2025-12-03T21:53:21.458427,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,5.721875000000007,19994.278125,0.498,0.057,0.057,0.057,479.1348460019815,1,0,6,35.7275263,-78.6962179,25.0,45.983024
2025-12-03T21:53:22.463045,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,5.781250000000007,19994.21875,0.498,0.056,0.056,0.056,479.1348460019815,1,0,6,35.7275263,-78.6962179,25.001,46.987564
2025-12-03T21:53:23.466782,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,5.781250000000007,19994.21875,0.498,0.045,0.045,0.045,479.1348460019815,1,0,6,35.7275263,-78.6962179,25.0,47.991263
2025-12-03T21:53:24.470299,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,5.781250000000007,19994.21875,0.498,0.051,0.051,0.051,479.1348460019815,1,0,6,35.7275263,-78.6962179,24.999,48.994691
2025-12-03T21:53:25.474437,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,5.781250000000007,19994.21875,0.498,0.051,0.051,0.051,479.1348460019815,1,0,6,35.7275263,-78.6962179,24.999,49.999402
2025-12-03T21:53:26.479255,uav1,3320000000.0,3,-14.145929,-28.440292,-12.213211,-24.018635,20000.0,5.781250000000007,19994.21875,0.498,0.052,0.052,0.052,479.1348460019815,1,0,6,35.7275263,-78.6962179,24.999,51.005346
